Results for Algorithm (1000 tests) :
ReadingRuntime (ns); SolverRuntime (ns); TotalRuntime (ns); NumberOfRectangles; ContainerWidth (int); ContainerHeight int); ContainerArea (int); Coverage (%);
10592374;2023620299;2034212673;10000;510;450;229500;98;
7380529;2076230170;2083610699;10000;509;450;229050;98;
11004028;2086397854;2097401882;10000;507;450;228150;98;
8387539;2053975597;2062363136;10000;510;450;229500;98;
10358894;2020257935;2030616829;10000;508;450;228600;98;
8248477;2065208365;2073456842;10000;512;450;230400;97;
10415387;2057723145;2068138532;10000;509;450;229050;98;
7920577;2044530085;2052450662;10000;514;450;231300;97;
10930547;2015075921;2026006468;10000;512;450;230400;97;
8262305;1993019273;2001281578;10000;512;450;230400;97;
10448572;1976859700;1987308272;10000;511;450;229950;97;
7953367;2109930055;2117883422;10000;510;450;229500;98;
10631486;2325586319;2336217805;10000;509;450;229050;98;
8852920;2250182222;2259035142;10000;509;450;229050;98;
9939733;2117461101;2127400834;10000;510;450;229500;98;
9070204;2975920640;2984990844;10000;508;450;228600;98;
10055881;2172843511;2182899392;10000;513;450;230850;97;
8141811;2247912202;2256054013;10000;512;450;230400;97;
10595139;2140238341;2150833480;10000;512;450;230400;97;
8577564;2211732915;2220310479;10000;509;450;229050;98;
11238694;2133748279;2144986973;10000;512;450;230400;97;
8112181;2177786908;2185899089;10000;510;450;229500;98;
10457263;2194900949;2205358212;10000;509;450;229050;98;
8502107;2367077595;2375579702;10000;509;450;229050;98;
12819333;2244965442;2257784775;10000;509;450;229050;98;
10467930;2195735317;2206203247;10000;509;450;229050;98;
11300324;2199835259;2211135583;10000;510;450;229500;98;
10819139;2191305894;2202125033;10000;511;450;229950;97;
11022200;2397613042;2408635242;10000;510;450;229500;98;
10134103;2228388685;2238522788;10000;512;450;230400;97;
10977954;2192496607;2203474561;10000;510;450;229500;98;
10624374;2234931289;2245555663;10000;510;450;229500;98;
10825855;2219006383;2229832238;10000;509;450;229050;98;
9167784;2170386627;2179554411;10000;510;450;229500;98;
11853013;2217464460;2229317473;10000;509;450;229050;98;
8351589;2233814451;2242166040;10000;509;450;229050;98;
10816374;2127319847;2138136221;10000;512;450;230400;97;
8392675;2211632964;2220025639;10000;510;450;229500;98;
11182991;2215728956;2226911947;10000;510;450;229500;98;
7987738;2144689492;2152677230;10000;510;450;229500;98;
10361659;2229452189;2239813848;10000;510;450;229500;98;
8538848;2177817722;2186356570;10000;512;450;230400;97;
20945341;2168234730;2189180071;10000;509;450;229050;98;
9333315;2253217475;2262550790;10000;509;450;229050;98;
11003238;2212455876;2223459114;10000;512;450;230400;97;
8759291;2238243480;2247002771;10000;511;450;229950;97;
10358893;2130199447;2140558340;10000;511;450;229950;97;
8611539;2239832415;2248443954;10000;511;450;229950;97;
10733806;2134040229;2144774035;10000;512;450;230400;97;
8700822;2198516151;2207216973;10000;507;450;228150;98;
10608177;2154515448;2165123625;10000;511;450;229950;97;
8481958;2254244239;2262726197;10000;511;450;229950;97;
11467434;2214726292;2226193726;10000;513;450;230850;97;
8356724;2231192432;2239549156;10000;509;450;229050;98;
11030892;2125461085;2136491977;10000;510;450;229500;98;
8432576;2237654049;2246086625;10000;509;450;229050;98;
10512176;2223716299;2234228475;10000;509;450;229050;98;
10269214;2325652295;2335921509;10000;510;450;229500;98;
11296373;2150455011;2161751384;10000;512;450;230400;97;
11229213;2172279758;2183508971;10000;509;450;229050;98;
10091042;2200894023;2210985065;10000;513;450;230850;97;
9763537;2220239762;2230003299;10000;511;450;229950;97;
10640967;2206463592;2217104559;10000;511;450;229950;97;
10994546;2261877212;2272871758;10000;511;450;229950;97;
10842843;2068176062;2079018905;10000;511;450;229950;97;
11098448;2070845489;2081943937;10000;509;450;229050;98;
8133120;2062174297;2070307417;10000;509;450;229050;98;
10626349;1992663719;2003290068;10000;511;450;229950;97;
7397517;2043200704;2050598221;10000;510;450;229500;98;
10375881;1956383691;1966759572;10000;512;450;230400;97;
7870009;2041289005;2049159014;10000;509;450;229050;98;
10787930;2043892851;2054680781;10000;511;450;229950;97;
7974306;2041624806;2049599112;10000;506;450;227700;98;
10336769;2051435355;2061772124;10000;510;450;229500;98;
10268820;2050577678;2060846498;10000;512;450;230400;97;
10879979;2053942412;2064822391;10000;509;450;229050;98;
9509907;2037375531;2046885438;10000;511;450;229950;97;
7713960;2046721093;2054435053;10000;513;450;230850;97;
10871287;2025904541;2036775828;10000;510;450;229500;98;
8158798;2082175838;2090334636;10000;509;450;229050;98;
10799386;2046905587;2057704973;10000;511;450;229950;97;
7705269;2210531930;2218237199;10000;511;450;229950;97;
11705655;2382132579;2393838234;10000;511;450;229950;97;
10117116;2178033031;2188150147;10000;512;450;230400;97;
10391683;2091854436;2102246119;10000;509;450;229050;98;
10011240;2185699583;2195710823;10000;512;450;230400;97;
7792182;2122532894;2130325076;10000;510;450;229500;98;
10430399;2064142096;2074572495;10000;510;450;229500;98;
8152083;2231149766;2239301849;10000;510;450;229500;98;
11850644;2289046737;2300897381;10000;510;450;229500;98;
10744473;2256442752;2267187225;10000;511;450;229950;97;
10579733;2170863069;2181442802;10000;511;450;229950;97;
12050149;2173114127;2185164276;10000;511;450;229950;97;
8306946;2204516732;2212823678;10000;511;450;229950;97;
10941213;2207866849;2218808062;10000;509;450;229050;98;
8811439;2145536503;2154347942;10000;508;450;228600;98;
10335979;2177585823;2187921802;10000;512;450;230400;97;
10821509;2144041592;2154863101;10000;511;450;229950;97;
11036028;2192405743;2203441771;10000;510;450;229500;98;
10778052;2127053577;2137831629;10000;512;450;230400;97;
7875145;2151083949;2158959094;10000;511;450;229950;97;
11427533;2164720267;2176147800;10000;511;450;229950;97;
8568872;2225114025;2233682897;10000;511;450;229950;97;
10429214;2175221383;2185650597;10000;509;450;229050;98;
10619238;2155833372;2166452610;10000;510;450;229500;98;
8644724;2197084845;2205729569;10000;510;450;229500;98;
10571041;2186038546;2196609587;10000;509;450;229050;98;
8986847;2155682062;2164668909;10000;509;450;229050;98;
10342301;2231930011;2242272312;10000;511;450;229950;97;
9876128;2020778231;2030654359;10000;512;450;230400;97;
7835639;2011719878;2019555517;10000;510;450;229500;98;
9982400;2024293087;2034275487;10000;510;450;229500;98;
10034153;2057264875;2067299028;10000;507;450;228150;98;
10074054;2086429459;2096503513;10000;509;450;229050;98;
9816474;2047459857;2057276331;10000;510;450;229500;98;
8536871;2086826101;2095362972;10000;513;450;230850;97;
10695880;2063333800;2074029680;10000;508;450;228600;98;
9785265;2019816257;2029601522;10000;511;450;229950;97;
8437711;2063333011;2071770722;10000;511;450;229950;97;
10883929;2053099747;2063983676;10000;512;450;230400;97;
10094597;2043118533;2053213130;10000;508;450;228600;98;
10886300;2056202160;2067088460;10000;508;450;228600;98;
9862697;2029817225;2039679922;10000;511;450;229950;97;
7469417;2049255409;2056724826;10000;511;450;229950;97;
12032372;2026376244;2038408616;10000;510;450;229500;98;
7952972;2024844198;2032797170;10000;509;450;229050;98;
10966497;2070487169;2081453666;10000;510;450;229500;98;
10314646;2020600453;2030915099;10000;512;450;230400;97;
8607588;2039500959;2048108547;10000;510;450;229500;98;
10826250;2076955897;2087782147;10000;512;450;230400;97;
7834848;2051080591;2058915439;10000;511;450;229950;97;
10652818;2089929699;2100582517;10000;511;450;229950;97;
9771833;2035651485;2045423318;10000;509;450;229050;98;
8340921;2004733621;2013074542;10000;511;450;229950;97;
12280074;1985625313;1997905387;10000;511;450;229950;97;
8531341;2045589244;2054120585;10000;511;450;229950;97;
10425659;2057273961;2067699620;10000;512;450;230400;97;
9911289;2068431667;2078342956;10000;512;450;230400;97;
7435442;2006520876;2013956318;10000;511;450;229950;97;
10531930;2044899862;2055431792;10000;511;450;229950;97;
10537066;2013285109;2023822175;10000;510;450;229500;98;
8058849;2033612575;2041671424;10000;511;450;229950;97;
11436620;1979375448;1990812068;10000;511;450;229950;97;
10962151;2049386965;2060349116;10000;511;450;229950;97;
10346647;2028904634;2039251281;10000;509;450;229050;98;
11040373;2010773707;2021814080;10000;511;450;229950;97;
8030799;2028939004;2036969803;10000;511;450;229950;97;
10847979;2037723975;2048571954;10000;511;450;229950;97;
12380025;1998046028;2010426053;10000;513;450;230850;97;
8406897;2049566322;2057973219;10000;509;450;229050;98;
11009954;2010753559;2021763513;10000;511;450;229950;97;
10517708;2110492226;2121009934;10000;510;450;229500;98;
8315638;2040808215;2049123853;10000;512;450;230400;97;
11791384;2046828549;2058619933;10000;510;450;229500;98;
9813709;2085716374;2095530083;10000;509;450;229050;98;
7787046;2036901853;2044688899;10000;510;450;229500;98;
9750894;2099560890;2109311784;10000;510;450;229500;98;
9404426;2058639686;2068044112;10000;514;450;231300;97;
8135095;2047028055;2055163150;10000;510;450;229500;98;
7530256;2077481329;2085011585;10000;508;450;228600;98;
9335291;2053384585;2062719876;10000;509;450;229050;98;
9496080;2007024184;2016520264;10000;511;450;229950;97;
7956132;2088749652;2096705784;10000;511;450;229950;97;
10952669;2019145444;2030098113;10000;512;450;230400;97;
8446008;2076314318;2084760326;10000;511;450;229950;97;
10742102;1992403768;2003145870;10000;510;450;229500;98;
8033565;2044917639;2052951204;10000;510;450;229500;98;
11303879;2070569737;2081873616;10000;507;450;228150;98;
7886207;2071646673;2079532880;10000;509;450;229050;98;
19634134;1967337941;1986972075;10000;508;450;228600;98;
8323540;2070738033;2079061573;10000;511;450;229950;97;
10490843;2058948625;2069439468;10000;509;450;229050;98;
10736967;1974667902;1985404869;10000;512;450;230400;97;
9697956;2048799509;2058497465;10000;510;450;229500;98;
10561165;2021138921;2031700086;10000;508;450;228600;98;
8220034;1996773142;2004993176;10000;511;450;229950;97;
9810943;2075241728;2085052671;10000;512;450;230400;97;
9109315;2056887197;2065996512;10000;509;450;229050;98;
10241559;2036414743;2046656302;10000;510;450;229500;98;
7672084;2139002195;2146674279;10000;511;450;229950;97;
10714052;2029032634;2039746686;10000;510;450;229500;98;
9588920;2057544577;2067133497;10000;511;450;229950;97;
10447387;2073113534;2083560921;10000;509;450;229050;98;
10149116;2052078910;2062228026;10000;512;450;230400;97;
7831689;2081816332;2089648021;10000;507;450;228150;98;
9760771;2067838681;2077599452;10000;509;450;229050;98;
8318008;2105632582;2113950590;10000;510;450;229500;98;
10577362;2049776494;2060353856;10000;509;450;229050;98;
8053713;2049945580;2057999293;10000;512;450;230400;97;
10707336;2015042736;2025750072;10000;511;450;229950;97;
7889762;2037779679;2045669441;10000;510;450;229500;98;
10392869;2000205036;2010597905;10000;512;450;230400;97;
9991091;2012506840;2022497931;10000;511;450;229950;97;
11207484;2055572433;2066779917;10000;509;450;229050;98;
9919190;1992797644;2002716834;10000;512;450;230400;97;
8095589;2034456426;2042552015;10000;510;450;229500;98;
10980324;2045557638;2056537962;10000;507;450;228150;98;
8655786;2061886692;2070542478;10000;510;450;229500;98;
10097363;2050597036;2060694399;10000;511;450;229950;97;
8161170;2065789894;2073951064;10000;514;450;231300;97;
10797016;2079031152;2089828168;10000;511;450;229950;97;
8257564;2089007627;2097265191;10000;511;450;229950;97;
10527584;2046423612;2056951196;10000;512;450;230400;97;
9925116;2016269005;2026194121;10000;511;450;229950;97;
10344671;2023255262;2033599933;10000;511;450;229950;97;
10823485;2050311802;2061135287;10000;510;450;229500;98;
7438602;2072499610;2079938212;10000;511;450;229950;97;
10997312;2047498968;2058496280;10000;510;450;229500;98;
8129169;2173741484;2181870653;10000;510;450;229500;98;
10834942;2033082008;2043916950;10000;509;450;229050;98;
7925318;2020263861;2028189179;10000;509;450;229050;98;
11006793;1974693186;1985699979;10000;511;450;229950;97;
8280477;2071902278;2080182755;10000;512;450;230400;97;
10626350;2064556909;2075183259;10000;511;450;229950;97;
10787930;2022948300;2033736230;10000;511;450;229950;97;
10330449;2050536591;2060867040;10000;511;450;229950;97;
10836916;2042181053;2053017969;10000;511;450;229950;97;
7605713;2064421404;2072027117;10000;510;450;229500;98;
11470594;2035969510;2047440104;10000;508;450;228600;98;
7516825;2112797407;2120314232;10000;512;450;230400;97;
10435139;2062181014;2072616153;10000;509;450;229050;98;
7529861;2065288563;2072818424;10000;510;450;229500;98;
10968077;2054923348;2065891425;10000;511;450;229950;97;
10711683;2064959872;2075671555;10000;510;450;229500;98;
11076324;2028086463;2039162787;10000;513;450;230850;97;
10697855;1979587201;1990285056;10000;510;450;229500;98;
8338947;2034848326;2043187273;10000;509;450;229050;98;
10326103;2054965620;2065291723;10000;509;450;229050;98;
7866058;2069923813;2077789871;10000;509;450;229050;98;
11101212;2025085580;2036186792;10000;511;450;229950;97;
8376478;2037814839;2046191317;10000;508;450;228600;98;
10691139;2061918693;2072609832;10000;509;450;229050;98;
10934497;2075728048;2086662545;10000;508;450;228600;98;
8219243;2089262046;2097481289;10000;509;450;229050;98;
10616868;2021923908;2032540776;10000;510;450;229500;98;
8463391;2086972272;2095435663;10000;510;450;229500;98;
10991386;1982305220;1993296606;10000;509;450;229050;98;
10285807;2054384880;2064670687;10000;511;450;229950;97;
11292422;2053872091;2065164513;10000;511;450;229950;97;
10360869;2076239257;2086600126;10000;510;450;229500;98;
10646498;2023736447;2034382945;10000;507;450;228150;98;
7543294;1996229538;2003772832;10000;509;450;229050;98;
11838002;2073260892;2085098894;10000;510;450;229500;98;
7903194;2210855485;2218758679;10000;510;450;229500;98;
10521658;2172314129;2182835787;10000;511;450;229950;97;
8205811;2076559256;2084765067;10000;508;450;228600;98;
10757904;2030437866;2041195770;10000;511;450;229950;97;
7966009;2062817851;2070783860;10000;510;450;229500;98;
10313066;2105355644;2115668710;10000;508;450;228600;98;
8033959;2047169092;2055203051;10000;512;450;230400;97;
10542596;2075449135;2085991731;10000;510;450;229500;98;
7881071;2090788167;2098669238;10000;510;450;229500;98;
11354447;2062086593;2073441040;10000;509;450;229050;98;
11063287;2056464481;2067527768;10000;510;450;229500;98;
11008373;2059193957;2070202330;10000;512;450;230400;97;
10125017;2023529040;2033654057;10000;509;450;229050;98;
10669016;2006297272;2016966288;10000;512;450;230400;97;
10461609;1997954770;2008416379;10000;511;450;229950;97;
7524331;2073222966;2080747297;10000;513;450;230850;97;
10426843;2098991607;2109418450;10000;510;450;229500;98;
8157218;2075259506;2083416724;10000;510;450;229500;98;
10026252;1999397532;2009423784;10000;511;450;229950;97;
8391489;2018296853;2026688342;10000;510;450;229500;98;
10542991;2050027358;2060570349;10000;508;450;228600;98;
10768572;2065436315;2076204887;10000;512;450;230400;97;
11118200;2060019240;2071137440;10000;511;450;229950;97;
9908129;2083617810;2093525939;10000;510;450;229500;98;
7624281;2015196019;2022820300;10000;510;450;229500;98;
10725115;2068835815;2079560930;10000;509;450;229050;98;
7812330;1986201706;1994014036;10000;512;450;230400;97;
11210249;2016662881;2027873130;10000;510;450;229500;98;
7628627;2035943831;2043572458;10000;510;450;229500;98;
10364424;2039890885;2050255309;10000;510;450;229500;98;
7477319;2057081566;2064558885;10000;510;450;229500;98;
10439485;2053486512;2063925997;10000;510;450;229500;98;
10116326;2040089600;2050205926;10000;509;450;229050;98;
10656770;2060171337;2070828107;10000;509;450;229050;98;
9645018;2046817883;2056462901;10000;511;450;229950;97;
11171534;2073092991;2084264525;10000;510;450;229500;98;
7685516;2081591542;2089277058;10000;511;450;229950;97;
11994841;2055383199;2067378040;10000;510;450;229500;98;
9871388;2055754952;2065626340;10000;512;450;230400;97;
7808379;2106785765;2114594144;10000;508;450;228600;98;
10520078;2051489874;2062009952;10000;509;450;229050;98;
8562551;2039046244;2047608795;10000;512;450;230400;97;
10938053;2036562890;2047500943;10000;513;450;230850;97;
8230700;2026892194;2035122894;10000;509;450;229050;98;
10887880;1960801658;1971689538;10000;509;450;229050;98;
10366794;2046584007;2056950801;10000;509;450;229050;98;
10512572;2043235075;2053747647;10000;510;450;229500;98;
10748423;2058873563;2069621986;10000;508;450;228600;98;
10717213;2039881798;2050599011;10000;511;450;229950;97;
10827041;2078563400;2089390441;10000;509;450;229050;98;
10605411;2113813899;2124419310;10000;510;450;229500;98;
8147737;2088525653;2096673390;10000;511;450;229950;97;
10874052;2061040868;2071914920;10000;511;450;229950;97;
8357514;2061768569;2070126083;10000;512;450;230400;97;
10803337;2020982082;2031785419;10000;509;450;229050;98;
10090252;2055805914;2065896166;10000;512;450;230400;97;
10584078;2014342687;2024926765;10000;511;450;229950;97;
18661099;2053744486;2072405585;10000;511;450;229950;97;
10699436;2096544995;2107244431;10000;510;450;229500;98;
9855981;2009763931;2019619912;10000;512;450;230400;97;
10077609;2008406107;2018483716;10000;510;450;229500;98;
8390699;2095380750;2103771449;10000;512;450;230400;97;
10915929;2079628090;2090544019;10000;511;450;229950;97;
8478403;2051774712;2060253115;10000;514;450;231300;97;
10816769;2027145033;2037961802;10000;510;450;229500;98;
9328969;2048198621;2057527590;10000;507;450;228150;98;
11023781;2080155496;2091179277;10000;510;450;229500;98;
10081560;2026056640;2036138200;10000;508;450;228600;98;
8169860;2073782373;2081952233;10000;512;450;230400;97;
10778448;1993991518;2004769966;10000;509;450;229050;98;
7710799;2044962677;2052673476;10000;511;450;229950;97;
10658349;2078071550;2088729899;10000;510;450;229500;98;
9880869;2033492082;2043372951;10000;508;450;228600;98;
8338156;2027764488;2036102644;10000;511;450;229950;97;
10780423;2067988409;2078768832;10000;509;450;229050;98;
7671689;2065482142;2073153831;10000;510;450;229500;98;
11041559;2069634627;2080676186;10000;510;450;229500;98;
10215091;2044887615;2055102706;10000;509;450;229050;98;
10055882;2141849399;2151905281;10000;510;450;229500;98;
10352967;2023997978;2034350945;10000;510;450;229500;98;
7657861;2080712532;2088370393;10000;507;450;228150;98;
10313066;2002433575;2012746641;10000;509;450;229050;98;
7907540;2056874949;2064782489;10000;511;450;229950;97;
11741606;2037343926;2049085532;10000;511;450;229950;97;
10469510;2059611142;2070080652;10000;510;450;229500;98;
8178947;2098812249;2106991196;10000;509;450;229050;98;
10588424;2012248864;2022837288;10000;512;450;230400;97;
8359094;1977231848;1985590942;10000;511;450;229950;97;
11428323;2047602079;2059030402;10000;510;450;229500;98;
9600376;2032054060;2041654436;10000;510;450;229500;98;
10344671;2033827884;2044172555;10000;509;450;229050;98;
9664376;2020753737;2030418113;10000;510;450;229500;98;
7887392;2029004980;2036892372;10000;511;450;229950;97;
10713263;1976966761;1987680024;10000;512;450;230400;97;
8148922;2049205236;2057354158;10000;509;450;229050;98;
11142694;2080018014;2091160708;10000;510;450;229500;98;
9929462;2045149145;2055078607;10000;509;450;229050;98;
8298651;2085657114;2093955765;10000;509;450;229050;98;
11818248;2009970153;2021788401;10000;509;450;229050;98;
7849071;2066382091;2074231162;10000;510;450;229500;98;
11815088;2053992979;2065808067;10000;510;450;229500;98;
9871783;2054818657;2064690440;10000;509;450;229050;98;
10254202;2100365234;2110619436;10000;510;450;229500;98;
10369560;2040601993;2050971553;10000;511;450;229950;97;
8340922;1957291541;1965632463;10000;507;450;228150;98;
10497559;1956572926;1967070485;10000;512;450;230400;97;
7630603;2050139555;2057770158;10000;512;450;230400;97;
11217756;2030618409;2041836165;10000;511;450;229950;97;
10519683;2203042364;2213562047;10000;512;450;230400;97;
8539637;2258607292;2267146929;10000;511;450;229950;97;
11230398;2284511833;2295742231;10000;511;450;229950;97;
7824972;2180988482;2188813454;10000;509;450;229050;98;
10535485;2182303245;2192838730;10000;511;450;229950;97;
10753559;2158488181;2169241740;10000;510;450;229500;98;
8204231;2182330109;2190534340;10000;509;450;229050;98;
13946442;2128925770;2142872212;10000;510;450;229500;98;
10162153;2199740840;2209902993;10000;509;450;229050;98;
8225169;2209081266;2217306435;10000;512;450;230400;97;
10653214;2248423410;2259076624;10000;510;450;229500;98;
10619633;2217550978;2228170611;10000;511;450;229950;97;
8124428;2195106775;2203231203;10000;511;450;229950;97;
11111089;2230739692;2241850781;10000;512;450;230400;97;
10420523;2195878329;2206298852;10000;511;450;229950;97;
10753559;2168777544;2179531103;10000;510;450;229500;98;
8535687;2224144150;2232679837;10000;510;450;229500;98;
14699428;2216534486;2231233914;10000;511;450;229950;97;
10554843;2178745721;2189300564;10000;512;450;230400;97;
10215486;1973452300;1983667786;10000;510;450;229500;98;
8514749;2060790793;2069305542;10000;510;450;229500;98;
11369854;2043463025;2054832879;10000;511;450;229950;97;
10678893;2079196288;2089875181;10000;510;450;229500;98;
10533905;1968815865;1979349770;10000;511;450;229950;97;
8188033;2100832986;2109021019;10000;509;450;229050;98;
10550893;2054529867;2065080760;10000;509;450;229050;98;
10572621;1996268650;2006841271;10000;509;450;229050;98;
10425658;1990570290;2000995948;10000;510;450;229500;98;
11087780;2094490678;2105578458;10000;509;450;229050;98;
10332029;2040303328;2050635357;10000;512;450;230400;97;
9950400;2107504380;2117454780;10000;511;450;229950;97;
10688373;2128430364;2139118737;10000;511;450;229950;97;
10644522;2085656720;2096301242;10000;509;450;229050;98;
10568671;2178401228;2188969899;10000;512;450;230400;97;
10768176;2051159998;2061928174;10000;510;450;229500;98;
9790401;2045142824;2054933225;10000;510;450;229500;98;
8500527;2047094425;2055594952;10000;512;450;230400;97;
10881954;1968130433;1979012387;10000;509;450;229050;98;
11094892;2071915709;2083010601;10000;509;450;229050;98;
11435830;2013117208;2024553038;10000;509;450;229050;98;
10748423;2035067190;2045815613;10000;512;450;230400;97;
8242551;2039216516;2047459067;10000;512;450;230400;97;
11125311;2072757585;2083882896;10000;511;450;229950;97;
9215981;2092404756;2101620737;10000;509;450;229050;98;
7654306;2023171115;2030825421;10000;511;450;229950;97;
10426053;2115856759;2126282812;10000;509;450;229050;98;
9976080;2206911986;2216888066;10000;510;450;229500;98;
10146745;2018211125;2028357870;10000;511;450;229950;97;
10668621;1970801046;1981469667;10000;509;450;229050;98;
10463979;2044391024;2054855003;10000;510;450;229500;98;
11046695;2047423906;2058470601;10000;508;450;228600;98;
7839985;2043809098;2051649083;10000;511;450;229950;97;
10836127;2025429678;2036265805;10000;510;450;229500;98;
8448378;2022215067;2030663445;10000;513;450;230850;97;
10799386;1983840427;1994639813;10000;511;450;229950;97;
8285614;2073406274;2081691888;10000;507;450;228150;98;
10851929;1995717144;2006569073;10000;509;450;229050;98;
7284133;2091352709;2098636842;10000;508;450;228600;98;
10575781;2005489767;2016065548;10000;509;450;229050;98;
10313461;2070748304;2081061765;10000;511;450;229950;97;
10999287;2013410343;2024409630;10000;510;450;229500;98;
10753559;1999832099;2010585658;10000;511;450;229950;97;
8460626;2013605109;2022065735;10000;509;450;229050;98;
11197212;2020084108;2031281320;10000;511;450;229950;97;
8650255;2036181657;2044831912;10000;509;450;229050;98;
10606991;2042489595;2053096586;10000;509;450;229050;98;
21466427;2023260398;2044726825;10000;509;450;229050;98;
7926898;2064101404;2072028302;10000;510;450;229500;98;
10316622;2025076098;2035392720;10000;512;450;230400;97;
7639294;2046518031;2054157325;10000;509;450;229050;98;
11096867;2059375290;2070472157;10000;510;450;229500;98;
10279486;2071348403;2081627889;10000;510;450;229500;98;
10607387;2051837132;2062444519;10000;508;450;228600;98;
10151881;1971888648;1982040529;10000;512;450;230400;97;
8176181;2026449331;2034625512;10000;511;450;229950;97;
10798201;1947266080;1958064281;10000;509;450;229050;98;
7662207;2070134775;2077796982;10000;508;450;228600;98;
10454103;2009456574;2019910677;10000;508;450;228600;98;
10708917;2039392317;2050101234;10000;511;450;229950;97;
7870009;2076002616;2083872625;10000;507;450;228150;98;
11038003;2062617555;2073655558;10000;508;450;228600;98;
8112181;2082147789;2090259970;10000;511;450;229950;97;
10691930;2022397980;2033089910;10000;512;450;230400;97;
10964522;2011326002;2022290524;10000;508;450;228600;98;
10428028;2052387848;2062815876;10000;511;450;229950;97;
10044030;2012172223;2022216253;10000;510;450;229500;98;
8692921;1998846027;2007538948;10000;511;450;229950;97;
11014695;2088357751;2099372446;10000;509;450;229050;98;
10019141;2060080474;2070099615;10000;511;450;229950;97;
10760275;2051439701;2062199976;10000;509;450;229050;98;
10082351;1965940610;1976022961;10000;510;450;229500;98;
8249663;2001917626;2010167289;10000;510;450;229500;98;
10517313;2026935650;2037452963;10000;512;450;230400;97;
10566695;2040451476;2051018171;10000;510;450;229500;98;
7547245;2070671663;2078218908;10000;509;450;229050;98;
10591189;1962711777;1973302966;10000;512;450;230400;97;
7477318;2050866468;2058343786;10000;511;450;229950;97;
11459928;2064423774;2075883702;10000;510;450;229500;98;
10324918;2078224043;2088548961;10000;509;450;229050;98;
8216873;1986097410;1994314283;10000;510;450;229500;98;
10083141;2038696220;2048779361;10000;510;450;229500;98;
10225758;2011662199;2021887957;10000;511;450;229950;97;
7994453;2053571055;2061565508;10000;510;450;229500;98;
10154251;1956533025;1966687276;10000;510;450;229500;98;
10654399;1992519126;2003173525;10000;512;450;230400;97;
10562744;2017957891;2028520635;10000;512;450;230400;97;
10362054;2048707459;2059069513;10000;509;450;229050;98;
8263095;2046398328;2054661423;10000;511;450;229950;97;
10705756;2038178690;2048884446;10000;509;450;229050;98;
10480967;2022588400;2033069367;10000;510;450;229500;98;
8667242;2096280304;2104947546;10000;508;450;228600;98;
11172324;1988469751;1999642075;10000;512;450;230400;97;
7977071;2068760358;2076737429;10000;509;450;229050;98;
10932522;2031968332;2042900854;10000;513;450;230850;97;
10859830;1987276668;1998136498;10000;511;450;229950;97;
8135490;2110105461;2118240951;10000;511;450;229950;97;
10898152;1964196811;1975094963;10000;511;450;229950;97;
7877911;2046759808;2054637719;10000;512;450;230400;97;
11038002;2009506747;2020544749;10000;512;450;230400;97;
10329659;2064028318;2074357977;10000;510;450;229500;98;
10964916;2013466048;2024430964;10000;509;450;229050;98;
10064178;2038340665;2048404843;10000;512;450;230400;97;
11316521;2086260768;2097577289;10000;510;450;229500;98;
9983980;2063518689;2073502669;10000;510;450;229500;98;
10443041;2071206180;2081649221;10000;511;450;229950;97;
8227934;2012572420;2020800354;10000;509;450;229050;98;
10451338;2060807781;2071259119;10000;511;450;229950;97;
9610253;1997799906;2007410159;10000;509;450;229050;98;
10277906;2028104241;2038382147;10000;512;450;230400;97;
10500720;2066293992;2076794712;10000;510;450;229500;98;
9677412;2037248322;2046925734;10000;511;450;229950;97;
10309905;2040807821;2051117726;10000;512;450;230400;97;
8252428;2039430243;2047682671;10000;511;450;229950;97;
10265264;2016366980;2026632244;10000;514;450;231300;97;
7801269;2074913827;2082715096;10000;511;450;229950;97;
9955535;2064746934;2074702469;10000;510;450;229500;98;
10269214;2054195646;2064464860;10000;509;450;229050;98;
10415782;2093826185;2104241967;10000;510;450;229500;98;
9924721;2049663902;2059588623;10000;510;450;229500;98;
8784180;2033390946;2042175126;10000;510;450;229500;98;
11397114;2044847319;2056244433;10000;510;450;229500;98;
7875145;1994681690;2002556835;10000;513;450;230850;97;
10859436;2029727941;2040587377;10000;511;450;229950;97;
10331634;2066833646;2077165280;10000;509;450;229050;98;
8393465;2054896089;2063289554;10000;510;450;229500;98;
10545757;2008830797;2019376554;10000;507;450;228150;98;
8316823;2050141926;2058458749;10000;510;450;229500;98;
10195733;2014818736;2025014469;10000;511;450;229950;97;
10172030;1993870629;2004042659;10000;508;450;228600;98;
11719483;1993796358;2005515841;10000;510;450;229500;98;
10652423;2058017466;2068669889;10000;507;450;228150;98;
8344872;2086606052;2094950924;10000;510;450;229500;98;
10575387;2166701103;2177276490;10000;511;450;229950;97;
